gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.3,2284.51,No
Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.0,3341.89,No
Male,0,No,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.93,2489.16,Yes
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.41,2696.45,No
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.3,1783.79,No
Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),94.37,0.0,Yes
Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),63.86,1427.15,No
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.57,3342.81,Yes
Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.2,3783.07,No
Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.76,2301.2,No
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.8,2544.34,No
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),104.05,6554.41,No
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.08,3533.47,No
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.06,3544.64,No
Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.24,4862.6,No
Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.04,709.85,Yes
Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),114.64,5861.78,No
Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.85,3983.04,No
Male,1,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.97,4633.47,Yes
Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,112.44,4650.66,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.96,2406.95,No
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.15,1553.61,No
Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.95,4413.51,No
Male,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.33,4702.91,No
Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.7,3320.95,Yes
Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,116.82,980.89,Yes
Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.56,2948.06,Yes
Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),82.62,529.41,No
Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.55,2923.35,No
Male,1,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,95.16,3672.03,Yes
Female,1,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.78,1001.13,Yes
Female,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.35,1808.26,No
Male,1,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.26,3268.4,Yes
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.47,3397.84,No
Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.26,1778.19,No
Male,0,Yes,Yes,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,55.3,3687.87,No
Female,0,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.78,5033.58,No
Male,0,No,Yes,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.95,931.73,Yes
Male,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.79,405.39,No
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.7,7366.28,No
Male,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.9,1871.47,No
Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.79,2.71,No
Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,46.49,1767.31,No
Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,81.6,634.95,No
Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.2,87.93,No
Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,63.31,853.53,No
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.36,897.8,No
Male,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.62,577.85,Yes
Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.32,1927.87,No
Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.43,2192.92,No
Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,106.27,4209.3,Yes
Female,0,No,No,63,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.81,4984.35,No
Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,88.19,5393.18,No
Male,1,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.49,6446.65,Yes
Male,0,No,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.73,1138.15,Yes
Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.3,1731.2,No
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,83.87,6005.4,No
Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.33,0.0,No
Female,0,Yes,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.51,4543.26,Yes
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,106.53,6711.71,No
Female,1,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.64,3395.45,No
Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.57,876.32,No
Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.27,1111.27,Yes
Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,73.31,3872.54,Yes
Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,71.73,3236.6,No
Female,1,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.07,3459.58,No
Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,118.36,2134.14,No
Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.89,400.89,No
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.53,5683.73,No
Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.83,2102.55,No
Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,49.07,2997.01,No
Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.85,2257.73,No
Female,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,76.99,2516.01,No
Female,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,76.64,1425.4,No
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,80.96,5252.31,No
Male,0,No,No,52,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.07,2437.83,No
Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.37,3662.17,No
Female,0,Yes,Yes,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),56.95,3941.22,No
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,103.5,1793.22,Yes
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,110.42,2832.65,Yes
Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.63,33.43,No
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),53.07,1439.98,No
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,96.34,3042.28,Yes
Female,1,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,115.47,3787.84,No
Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.83,558.97,No
Female,0,No,Yes,59,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,72.57,4275.46,Yes
Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,53.69,1848.38,No
Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.94,2321.18,No
Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),94.85,5974.18,No
Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,59.47,2035.2,No
Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.69,6448.46,No
Female,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,85.09,1317.29,Yes
Male,1,No,No,62,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.92,5086.32,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.84,5353.97,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),106.3,5727.55,No
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),115.98,7510.78,No
Female,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.71,2562.19,No
Female,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.42,2826.67,Yes
Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),54.61,2995.51,No
Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.66,3577.63,No
Male,0,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,52.94,2361.22,No
Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.32,2887.2,No
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.17,116.8,No
Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),76.51,5357.68,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.93,5178.95,No
Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.75,600.02,Yes
Male,0,No,Yes,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.59,1257.23,Yes
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.6,1091.89,No
Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,102.39,2387.67,No
Male,1,No,No,64,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),78.0,4985.82,No
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,109.58,3643.42,No
Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.34,1535.15,No
Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.87,3113.62,No
Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,68.16,1841.61,No
Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,83.3,5360.57,No
Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,76.64,4218.0,No
Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.84,962.43,No
Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.23,2391.49,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.48,3203.35,Yes
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.71,2269.75,Yes
Male,0,No,No,66,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.52,4438.96,No
Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,2510.81,No
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.9,672.27,Yes
Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.28,2287.84,No
Male,0,No,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.38,2770.85,No
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),79.94,702.27,No
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.93,6038.4,No
Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.23,370.82,No
Female,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.16,501.55,No
Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.7,1635.91,No
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,94.58,1010.22,No
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),102.95,5829.76,No
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.82,378.86,Yes
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.56,2554.49,Yes
Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.22,110.86,No
Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,83.54,2234.12,No
Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.19,2663.68,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.61,3418.87,No
Female,0,Yes,Yes,39,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.0,3080.62,No
Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.1,882.98,No
Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,53.53,1219.72,No
Female,0,Yes,No,27,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,50.51,1393.65,No
Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),80.77,3426.64,No
Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),62.81,964.04,No
Female,1,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.05,3363.16,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),86.6,4100.29,No
Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.3,1142.75,No
Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),107.79,894.59,Yes
Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),108.65,4716.12,No
Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.9,1089.2,No
Female,0,Yes,No,49,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,49.41,2434.27,No
Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,89.12,3873.93,Yes
Female,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.81,1192.9,No
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46.97,2789.65,No
Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.96,3804.03,Yes
Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.81,1778.02,No
Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.58,3016.2,No
Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.84,3552.29,No
Male,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,57.66,1628.99,No
